customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
41.0,technician,married,tertiary,yes,-2827.0,yes,yes,cellular,31,jul,842.0,1.0,0,unknown,0
48.0,housemaid,single,tertiary,no,3728.0,no,no,unknown,12,jun,988.0,6.0,0,unknown,1
36.0,technician,single,tertiary,no,2494.0,no,no,unknown,17,jun,199.0,1.0,0,unknown,0
38.0,management,married,tertiary,no,1848.0,no,no,unknown,8,may,353.0,1.0,0,unknown,0
33.0,management,married,tertiary,no,550.0,yes,no,cellular,17,apr,137.0,4.0,2,failure,0
35.0,management,single,tertiary,no,221.0,no,no,cellular,23,sep,404.0,2.0,4,success,1
31.0,blue-collar,married,secondary,no,-3.0,yes,no,cellular,11,may,134.0,6.0,0,unknown,0
33.0,blue-collar,married,primary,no,496.0,yes,no,cellular,18,nov,255.0,2.0,1,failure,0
25.0,blue-collar,married,secondary,no,100.0,no,yes,cellular,8,jul,473.0,3.0,0,unknown,1
33.0,student,married,tertiary,no,3213.0,no,no,cellular,20,nov,54.0,1.0,0,unknown,0
36.0,admin.,married,secondary,yes,-1.0,no,no,unknown,29,may,58.0,3.0,0,unknown,0
42.0,services,married,secondary,no,3405.0,yes,no,cellular,13,may,184.0,1.0,0,unknown,0
44.0,housemaid,single,tertiary,no,3236.0,no,no,telephone,16,mar,311.0,1.0,2,failure,0
80.0,retired,married,primary,no,1019.0,no,no,telephone,26,feb,281.72066326530614,1.0,0,unknown,0
61.0,housemaid,married,primary,no,1097.0,no,no,cellular,18,aug,134.0,10.0,0,unknown,0
47.0,technician,married,secondary,no,787.0,no,no,unknown,17,jun,173.0,7.0,0,unknown,0
31.0,technician,single,secondary,no,26.0,yes,no,cellular,14,may,106.0,1.0,1,failure,0
43.0,technician,married,secondary,yes,-249.0,no,yes,telephone,31,jul,7.0,16.0,0,unknown,0
25.0,blue-collar,single,tertiary,no,1395.0,yes,no,cellular,15,may,254.0,1.0,0,unknown,0
26.0,student,single,primary,no,1237.0,no,no,cellular,14,jul,319.0,4.0,6,other,1
32.0,blue-collar,married,secondary,no,665.0,no,yes,telephone,14,may,47.0,1.0,0,unknown,0
41.0,blue-collar,married,unknown,no,249.0,yes,no,cellular,18,may,95.0,3.0,0,unknown,0
43.0,technician,married,secondary,no,771.0,yes,no,unknown,15,may,207.0,4.0,0,unknown,0
43.0,self-employed,married,tertiary,no,85.0,yes,no,cellular,20,aug,128.0,4.0,0,unknown,0
37.0,entrepreneur,married,tertiary,no,1860.0,yes,no,cellular,14,jul,216.0,2.0,0,unknown,0
39.0,blue-collar,married,secondary,no,246.0,yes,no,cellular,17,apr,40.0,3.0,0,unknown,0
50.0,management,single,tertiary,no,571.0,yes,no,unknown,16,may,269.0,8.0,0,unknown,0
37.0,management,single,tertiary,no,150.0,no,no,unknown,20,sep,5.0,1.0,2,failure,0
52.0,retired,married,secondary,no,4966.0,no,no,cellular,6,may,97.0,1.0,2,failure,0
40.43921619182674,technician,married,secondary,no,171.0,no,no,unknown,6,jun,228.0,4.0,0,unknown,0
46.0,self-employed,single,secondary,no,528.0,no,no,cellular,30,apr,515.0,1.0,2,other,1
35.0,management,married,tertiary,no,107.0,yes,no,unknown,6,may,248.91681818181817,3.0,0,unknown,0
28.0,blue-collar,married,secondary,no,248.0,yes,no,unknown,16,may,1154.0,3.0,0,unknown,1
43.0,blue-collar,married,primary,no,2217.0,yes,no,unknown,15,may,122.0,1.0,0,unknown,0
34.0,admin.,single,secondary,no,-4.0,yes,no,cellular,2,jun,197.0,2.0,0,unknown,0
47.0,unemployed,divorced,secondary,yes,344.0,yes,no,cellular,15,apr,180.0,1.0,0,unknown,0
34.0,technician,single,secondary,no,269.0,no,no,cellular,19,aug,269.0,1.0,0,unknown,0
36.0,self-employed,divorced,tertiary,no,599.0,yes,no,unknown,30,may,409.0,1.0,0,unknown,0
30.0,management,single,tertiary,no,837.0,yes,no,cellular,4,aug,93.0,1.0,0,unknown,0
35.0,student,married,secondary,no,1531.0,no,no,cellular,9,nov,263.0,1.0,2,success,1
33.0,technician,single,secondary,no,9148.0,yes,no,cellular,13,aug,133.0,3.0,0,unknown,0
48.0,management,married,tertiary,no,-718.0,no,no,cellular,18,jul,100.0,2.0,0,unknown,0
30.0,technician,single,tertiary,no,366.0,yes,no,unknown,23,may,101.0,5.0,0,unknown,0
40.0,admin.,married,secondary,no,149.0,yes,yes,cellular,13,may,334.0,3.0,6,other,0
52.0,management,married,secondary,no,2206.0,yes,no,telephone,18,nov,149.0,1.0,0,unknown,0
33.0,technician,married,tertiary,no,75.0,no,no,cellular,28,aug,8.0,19.0,0,unknown,0
30.0,blue-collar,married,secondary,no,1847.0,yes,no,cellular,20,apr,416.0,2.0,0,unknown,0
36.0,admin.,married,tertiary,no,829.0,yes,no,unknown,29,may,100.0,1.0,0,unknown,0
24.0,student,single,primary,no,473.0,no,no,cellular,12,aug,253.0,1.0,1,success,0
35.0,management,single,tertiary,no,5244.0,no,no,cellular,8,aug,303.0,4.0,0,unknown,0
34.0,blue-collar,divorced,unknown,no,1.0,yes,no,unknown,9,may,359.0,1.0,0,unknown,0
27.0,technician,single,secondary,no,515.0,yes,no,cellular,6,may,70.0,2.0,0,unknown,0
38.0,self-employed,divorced,secondary,yes,-107.0,no,yes,unknown,5,jun,190.0,3.0,0,unknown,0
55.0,housemaid,married,tertiary,no,2854.0,no,no,cellular,31,jul,73.0,6.0,0,unknown,0
41.0,technician,married,secondary,no,295.0,no,no,cellular,31,jul,249.0,2.0,0,unknown,0
33.0,technician,married,secondary,no,22.0,no,no,cellular,21,aug,251.0,3.0,0,unknown,0
43.0,entrepreneur,married,primary,no,5041.0,no,no,cellular,8,may,308.0,2.0,0,unknown,0
46.0,entrepreneur,married,tertiary,no,225.0,yes,no,unknown,15,may,320.0,1.0,0,unknown,0
42.0,technician,married,tertiary,no,727.0,yes,yes,telephone,3,feb,135.0,3.0,3,failure,0
39.0,admin.,married,secondary,no,2523.0,yes,no,unknown,16,may,243.96374790853318,1.0,0,unknown,0
24.0,admin.,single,secondary,no,-3.0,yes,no,cellular,8,may,321.0,1.0,3,other,0
35.0,management,single,secondary,no,-84.0,yes,no,cellular,18,jul,110.0,1.0,0,unknown,0
57.0,management,married,secondary,no,228.0,no,no,unknown,9,may,67.0,4.0,0,unknown,0
43.0,management,married,tertiary,no,13449.0,yes,no,cellular,4,sep,135.0,1.0,0,unknown,0
57.0,management,married,tertiary,no,-1.0,yes,no,telephone,5,may,265.0,2.0,0,unknown,0
58.0,blue-collar,married,primary,no,6272.0,yes,no,cellular,25,aug,85.0,5.0,0,unknown,0
59.0,services,divorced,secondary,no,4667.0,no,no,cellular,30,jul,100.0,1.0,0,unknown,0
22.0,services,single,secondary,no,194.0,no,no,cellular,15,feb,110.0,2.0,0,unknown,0
53.0,housemaid,married,primary,no,3678.0,no,no,unknown,16,jun,131.0,1.0,0,unknown,0
36.0,management,single,tertiary,no,-147.0,yes,no,cellular,21,aug,257.0,1.0,0,unknown,0
27.0,management,single,tertiary,yes,-1658.0,no,yes,cellular,29,jul,80.0,6.0,0,unknown,0
25.0,blue-collar,single,secondary,no,351.0,yes,yes,unknown,27,may,129.0,3.0,0,unknown,0
36.0,blue-collar,married,primary,no,2288.0,yes,no,cellular,15,may,275.0,1.0,0,unknown,0
54.0,self-employed,single,tertiary,no,385.0,no,yes,cellular,27,may,193.0,1.0,0,unknown,1
35.0,services,single,primary,no,470.0,yes,no,unknown,21,may,163.0,1.0,0,unknown,0
32.0,management,single,tertiary,no,898.0,no,no,cellular,12,aug,313.0,6.0,0,unknown,0
34.0,admin.,single,secondary,no,887.0,yes,no,cellular,21,nov,163.0,2.0,1,failure,0
25.0,self-employed,single,tertiary,no,1290.0,no,no,cellular,17,apr,84.0,4.0,0,unknown,0
40.43921619182674,admin.,married,secondary,no,-2.0,no,no,cellular,27,aug,501.0,13.0,0,unknown,0
34.0,management,married,secondary,no,6214.0,yes,yes,cellular,18,nov,500.0,2.0,2,failure,0
29.0,technician,married,secondary,no,31.0,no,no,cellular,13,may,140.0,2.0,0,unknown,0
27.0,blue-collar,single,tertiary,no,453.0,no,no,telephone,21,apr,383.0,1.0,0,unknown,1
53.0,blue-collar,married,secondary,no,0.0,no,no,unknown,16,jun,56.0,3.0,0,unknown,0
47.0,unemployed,single,secondary,no,35.0,no,no,cellular,5,feb,418.0,1.0,0,unknown,0
39.0,technician,married,secondary,no,3.0,no,no,cellular,30,jul,355.0,2.0,0,unknown,0
32.0,entrepreneur,married,tertiary,no,77.0,yes,no,unknown,18,oct,564.0,1.0,0,unknown,0
19.0,student,single,secondary,no,498.0,no,no,cellular,30,apr,247.0,1.0,0,unknown,1
33.0,technician,married,secondary,no,5.0,yes,yes,unknown,18,jun,621.0,2.0,0,unknown,1
27.0,technician,single,secondary,no,218.0,no,yes,cellular,21,jul,1006.0,3.0,0,unknown,1
59.0,housemaid,divorced,primary,no,499.0,yes,no,telephone,14,may,11.0,3.0,0,unknown,0
31.0,management,married,tertiary,no,6133.0,no,no,cellular,29,jul,506.0,2.0,9,failure,1
72.0,retired,divorced,tertiary,no,775.0,no,no,telephone,22,apr,207.0,1.0,0,unknown,0
30.0,self-employed,single,tertiary,no,439.0,no,no,cellular,19,jun,490.0,3.0,3,other,1
18.0,student,single,primary,no,244.0,no,no,telephone,10,nov,87.0,2.0,2,other,0
34.0,technician,divorced,secondary,no,-97.0,yes,no,unknown,26,may,120.0,2.0,0,unknown,0
58.0,management,married,tertiary,no,482.0,yes,no,telephone,2,apr,164.0,2.0,0,unknown,0
40.0,admin.,married,secondary,no,6223.0,yes,no,unknown,2,jun,185.0,2.0,0,unknown,0
50.0,housemaid,married,primary,no,10947.0,no,no,cellular,16,sep,285.0,1.0,0,unknown,1
64.0,retired,married,unknown,no,678.0,no,no,cellular,13,may,578.0,2.0,1,success,0
38.0,management,married,tertiary,no,291.0,yes,no,unknown,27,may,300.0,4.0,0,unknown,0
34.0,technician,single,secondary,no,490.0,yes,no,cellular,26,aug,516.0,14.0,0,unknown,0
32.0,technician,married,secondary,no,219.0,yes,no,cellular,14,may,162.0,5.0,7,failure,0
53.0,management,single,tertiary,no,1440.0,yes,no,unknown,15,may,808.0,3.0,0,unknown,0
39.0,blue-collar,married,unknown,no,1403.0,no,no,cellular,31,jul,41.0,14.0,0,unknown,0
46.0,entrepreneur,married,tertiary,no,3465.0,yes,yes,cellular,28,aug,197.0,3.0,0,unknown,0
26.0,admin.,single,secondary,no,425.0,no,no,cellular,5,feb,258.0,4.0,13,other,0
27.0,blue-collar,married,secondary,no,231.0,yes,no,cellular,11,may,0.0,8.0,9,failure,0
31.0,management,single,tertiary,no,-5.0,no,no,unknown,3,jun,10.0,1.0,0,unknown,0
39.0,services,married,secondary,no,961.0,no,yes,cellular,19,nov,600.0,1.0,4,other,0
28.0,management,single,tertiary,no,2919.0,no,no,cellular,3,feb,206.0,1.0,0,unknown,0
59.0,blue-collar,divorced,primary,no,1297.0,no,no,cellular,27,nov,122.0,2.0,0,unknown,0
57.0,blue-collar,married,primary,no,6763.0,no,no,cellular,28,aug,12.0,25.0,0,unknown,0
31.0,housemaid,single,secondary,no,361.0,yes,no,cellular,21,nov,39.0,2.0,0,unknown,0
55.0,services,single,secondary,no,490.0,no,no,unknown,6,jun,332.0,1.0,0,unknown,0
56.0,self-employed,married,primary,no,2349.0,no,yes,telephone,30,jul,347.0,3.0,0,unknown,0
38.0,entrepreneur,married,primary,no,40.0,yes,no,cellular,21,nov,564.0,2.0,0,unknown,1
52.0,services,married,secondary,no,512.0,no,yes,unknown,20,jun,841.0,2.0,0,unknown,0
33.0,technician,married,tertiary,no,6529.0,yes,no,cellular,24,jul,155.0,1.0,0,unknown,0
60.0,retired,married,secondary,no,3380.0,no,yes,cellular,28,may,290.0,2.0,2,failure,0
33.0,management,single,tertiary,no,-3.0,no,no,cellular,25,aug,85.0,6.0,0,unknown,0
46.0,admin.,married,secondary,no,1419.0,yes,no,unknown,13,may,166.0,4.0,0,unknown,0
36.0,management,single,tertiary,no,451.0,no,no,cellular,14,aug,94.0,3.0,0,unknown,0
34.0,unemployed,married,secondary,no,921.0,no,no,unknown,27,sep,4.0,1.0,0,unknown,0
33.0,management,single,tertiary,no,7551.0,no,no,telephone,29,aug,53.0,1.0,0,unknown,0
41.0,technician,married,secondary,no,0.0,yes,no,unknown,26,may,493.0,2.0,0,unknown,0
60.0,self-employed,married,tertiary,no,6.0,no,no,cellular,18,aug,65.0,2.0,0,unknown,0
42.0,management,married,tertiary,no,148.0,no,no,cellular,7,dec,128.0,1.0,3,failure,0
50.0,housemaid,single,primary,no,77.0,no,no,cellular,5,feb,219.0,2.0,0,unknown,0
51.0,services,single,primary,no,2496.0,yes,no,cellular,12,may,95.0,5.0,0,unknown,0
34.0,blue-collar,single,primary,no,130.0,yes,no,unknown,29,may,1067.0,2.0,0,unknown,1
23.0,student,single,secondary,no,967.0,yes,no,telephone,14,may,227.0,4.0,1,failure,0
53.0,admin.,married,primary,no,203.0,yes,no,unknown,9,may,163.0,2.0,0,unknown,0
36.0,blue-collar,divorced,secondary,no,749.0,yes,no,cellular,17,apr,140.0,3.0,0,unknown,0
33.0,admin.,single,secondary,no,485.0,yes,no,cellular,18,nov,176.0,1.0,0,unknown,0
28.0,admin.,single,secondary,no,981.0,yes,no,cellular,6,may,273.0,2.0,0,unknown,0
41.0,self-employed,married,secondary,no,1.0,yes,no,cellular,11,may,645.0,1.0,0,unknown,1
24.0,management,single,tertiary,no,811.0,no,no,cellular,27,may,267.0,2.0,0,unknown,0
30.0,technician,married,secondary,no,275.0,yes,yes,cellular,11,aug,96.0,2.0,0,unknown,0
51.0,management,divorced,tertiary,no,2106.0,no,no,cellular,3,jun,209.0,2.0,0,unknown,1
34.0,management,single,tertiary,no,1953.0,no,no,telephone,8,nov,75.0,1.0,0,unknown,0
55.0,services,married,primary,no,2619.0,yes,no,cellular,5,may,188.0,2.0,2,failure,0
38.0,self-employed,married,unknown,no,10855.0,no,no,unknown,5,jun,64.0,2.0,0,unknown,0
42.0,admin.,divorced,secondary,no,2350.0,yes,no,cellular,18,may,442.0,7.0,3,success,0
53.0,admin.,divorced,secondary,no,989.0,no,yes,cellular,18,aug,147.0,2.0,0,unknown,0
44.0,blue-collar,married,secondary,no,-513.0,yes,no,unknown,6,may,108.0,1.0,0,unknown,0
42.0,technician,married,secondary,no,2485.0,yes,no,unknown,21,may,129.0,2.0,0,unknown,0
36.0,technician,married,tertiary,no,173.0,yes,no,cellular,18,nov,81.0,1.0,0,unknown,0
28.0,admin.,married,secondary,no,3.0,yes,yes,cellular,4,feb,391.0,2.0,3,other,0
35.0,technician,single,secondary,no,159.0,yes,no,cellular,20,aug,626.0,2.0,0,unknown,1
50.0,unemployed,married,tertiary,no,-473.0,yes,no,unknown,19,may,661.0,7.0,0,unknown,0
38.0,management,divorced,tertiary,no,391.0,no,no,cellular,29,jul,95.0,3.0,0,unknown,0
27.0,management,single,tertiary,no,2651.0,no,no,cellular,5,feb,930.0,1.0,0,unknown,1
50.0,blue-collar,single,secondary,no,726.0,yes,no,cellular,13,may,40.0,6.0,4,other,0
45.0,blue-collar,single,tertiary,no,-244.0,no,yes,cellular,8,jul,174.0,2.0,0,unknown,0
32.0,blue-collar,single,secondary,no,11.0,yes,no,unknown,19,may,129.0,5.0,0,unknown,0
35.0,management,married,unknown,no,1349.0,yes,no,unknown,6,may,119.0,1.0,0,unknown,0
37.0,technician,married,secondary,no,2783.0,no,no,cellular,22,oct,134.0,2.0,0,unknown,1
61.0,retired,divorced,primary,no,602.0,no,no,unknown,12,oct,40.0,1.0,2,failure,0
28.0,blue-collar,single,secondary,no,2525.0,yes,no,cellular,18,may,198.0,8.0,0,unknown,0
25.0,student,single,tertiary,no,1131.0,no,no,cellular,21,apr,444.0,4.0,0,unknown,1
47.0,admin.,divorced,secondary,no,2660.0,no,no,unknown,6,jun,296.0,2.0,0,unknown,0
38.0,blue-collar,single,secondary,no,192.0,yes,no,unknown,16,may,242.0,3.0,0,unknown,0
36.0,blue-collar,divorced,secondary,no,-276.0,yes,no,unknown,9,may,175.0,1.0,0,unknown,0
40.0,student,single,unknown,no,9665.0,no,no,unknown,20,jun,3.0,3.0,0,unknown,0
28.0,services,single,secondary,no,198.0,no,no,cellular,7,jul,152.0,1.0,0,unknown,0
47.0,management,divorced,tertiary,no,4555.0,yes,no,unknown,14,may,142.0,1.0,0,unknown,0
45.0,self-employed,married,secondary,no,5707.0,yes,no,cellular,20,nov,147.0,3.0,2,failure,0
41.0,housemaid,married,primary,no,59.0,no,yes,cellular,29,jul,233.0,6.0,0,unknown,0
38.0,unemployed,divorced,secondary,no,1366.0,no,yes,cellular,2,feb,133.0,1.0,0,unknown,0
30.0,management,married,secondary,no,3818.0,yes,no,cellular,20,nov,113.0,5.0,0,unknown,0
43.0,unemployed,divorced,tertiary,no,-5.0,no,no,cellular,5,feb,1954.0,3.0,0,unknown,1
43.0,technician,married,secondary,no,1167.0,yes,no,cellular,21,nov,253.06723338485318,2.0,0,unknown,1
45.0,housemaid,married,secondary,no,276.0,yes,no,unknown,8,may,618.0,1.0,0,unknown,0
46.0,blue-collar,married,secondary,no,3672.0,yes,no,cellular,23,jul,265.0,3.0,0,unknown,0
40.0,entrepreneur,single,secondary,no,2544.0,no,no,cellular,11,nov,357.0,3.0,5,success,1
28.0,student,married,tertiary,no,8749.0,no,no,cellular,26,mar,100.0,2.0,0,unknown,0
41.0,management,single,tertiary,no,1094.0,no,no,cellular,19,jul,185.0,4.0,2,other,1
57.0,technician,married,secondary,no,278.0,no,no,cellular,25,aug,262.0,4.0,0,unknown,0
32.0,unemployed,married,secondary,no,474.0,no,no,cellular,4,may,86.0,4.0,0,unknown,0
41.0,blue-collar,married,primary,no,185.0,yes,no,unknown,8,may,251.0,1.0,0,unknown,0
38.0,management,married,tertiary,no,1125.0,yes,no,unknown,3,jun,318.0,1.0,0,unknown,0
35.0,entrepreneur,married,secondary,no,832.0,yes,no,unknown,19,may,65.0,2.0,0,unknown,0
46.0,technician,married,secondary,no,1166.0,yes,no,cellular,2,feb,157.0,3.0,2,success,0
45.0,management,divorced,tertiary,no,1014.0,yes,no,cellular,20,aug,80.0,1.0,0,unknown,0
18.0,student,single,secondary,no,1187.0,no,no,cellular,28,sep,487.0,2.0,1,failure,0
41.0,management,married,tertiary,no,197.0,yes,no,unknown,19,may,118.0,8.0,0,unknown,0
47.0,services,divorced,secondary,no,928.0,no,yes,cellular,29,jul,89.0,33.0,0,unknown,0
53.0,admin.,single,unknown,no,193.0,no,no,unknown,11,jun,115.0,1.0,0,unknown,0
51.0,blue-collar,married,primary,no,-4.0,yes,yes,telephone,23,jul,89.0,6.0,0,unknown,0
32.0,entrepreneur,single,secondary,no,867.0,yes,no,cellular,19,nov,146.0,1.0,0,unknown,0
29.0,admin.,single,secondary,no,6977.0,yes,no,cellular,2,jun,169.0,1.0,3,failure,0
41.0,self-employed,married,primary,no,-6.0,yes,no,unknown,27,may,640.0,2.0,0,unknown,0
59.0,management,married,unknown,no,1048.0,yes,no,unknown,24,jun,49.0,3.0,0,unknown,0
24.0,blue-collar,single,secondary,no,1860.0,yes,no,cellular,6,may,471.0,4.0,0,unknown,0
63.0,retired,married,secondary,no,88.0,no,no,cellular,25,jan,626.0,1.0,1,success,1
33.0,blue-collar,married,tertiary,no,203.0,yes,no,cellular,20,nov,156.0,1.0,0,unknown,0
37.0,blue-collar,married,secondary,no,-211.0,yes,no,unknown,8,may,173.0,2.0,0,unknown,0
31.0,technician,single,secondary,no,42.0,no,no,cellular,7,aug,132.0,2.0,0,unknown,0
33.0,admin.,married,secondary,no,1230.0,no,no,cellular,12,apr,194.0,1.0,0,unknown,1
33.0,blue-collar,married,secondary,no,-229.0,no,yes,cellular,15,jul,783.0,2.0,0,unknown,0
34.0,technician,single,tertiary,no,95.0,no,no,cellular,22,aug,301.0,2.0,0,unknown,0
37.0,self-employed,married,tertiary,no,806.0,yes,no,cellular,19,nov,106.0,1.0,1,other,0
58.0,technician,divorced,secondary,no,2598.0,yes,no,cellular,29,aug,405.0,2.0,0,unknown,0
44.0,technician,single,secondary,no,1291.7381224303335,yes,no,unknown,20,jun,104.0,1.0,0,unknown,0
32.0,management,married,tertiary,no,855.0,yes,yes,cellular,11,may,175.0,5.0,11,other,0
41.0,technician,single,tertiary,no,-41.0,no,yes,cellular,25,aug,22.0,15.0,0,unknown,0
29.0,technician,single,secondary,no,4.0,no,no,cellular,21,aug,166.0,4.0,0,unknown,0
36.0,management,single,tertiary,no,536.0,yes,no,cellular,3,feb,208.0,2.0,1,other,0
47.0,unknown,divorced,primary,no,1224.3788666849166,no,no,cellular,7,jul,229.0,1.0,0,unknown,0
59.0,blue-collar,married,secondary,no,680.0,yes,no,telephone,14,apr,425.0,2.0,0,unknown,0
25.0,technician,married,secondary,no,47.0,yes,no,unknown,9,may,265.0,2.0,0,unknown,0
33.0,blue-collar,single,secondary,no,3.0,no,no,unknown,19,jun,237.0,1.0,0,unknown,0
59.0,retired,married,secondary,no,433.0,yes,no,unknown,12,may,49.0,3.0,0,unknown,0
38.0,management,married,tertiary,no,8273.0,yes,no,cellular,18,nov,630.0,1.0,0,unknown,0
57.0,retired,married,primary,no,1246.0,no,no,unknown,18,jun,211.0,2.0,0,unknown,0
54.0,blue-collar,married,primary,no,1409.0,yes,no,cellular,2,apr,479.0,1.0,1,failure,0
50.0,services,married,secondary,no,3.0,yes,no,telephone,17,nov,112.0,1.0,0,unknown,0
19.0,student,single,secondary,no,486.0,no,no,unknown,28,may,214.0,5.0,0,unknown,0
35.0,services,married,secondary,no,341.0,yes,yes,cellular,7,jul,61.0,7.0,0,unknown,0
38.0,services,married,secondary,no,938.0,yes,no,cellular,14,may,701.0,1.0,0,unknown,1
28.0,services,single,secondary,no,1490.0,no,yes,unknown,27,jun,226.0,3.0,0,unknown,0
41.0,blue-collar,married,primary,yes,-514.0,yes,no,unknown,23,may,292.0,1.0,0,unknown,0
35.0,admin.,married,secondary,no,3514.0,no,no,cellular,2,feb,180.0,1.0,0,unknown,0
36.0,technician,single,tertiary,no,8.0,yes,no,cellular,24,jul,173.0,1.0,0,unknown,0
20.0,student,single,secondary,no,832.0,yes,no,cellular,6,may,299.0,3.0,0,unknown,0
39.0,blue-collar,married,primary,no,181.0,yes,yes,unknown,9,jun,77.0,1.0,0,unknown,0
44.0,admin.,married,secondary,no,100.0,yes,yes,cellular,14,jul,66.0,2.0,0,unknown,0
29.0,technician,married,secondary,no,99.0,no,yes,cellular,18,jul,288.0,2.0,0,unknown,0
27.0,management,single,tertiary,no,2636.0,yes,no,cellular,18,may,184.0,3.0,0,unknown,0
38.0,blue-collar,married,primary,no,1390.0,yes,no,cellular,9,feb,171.0,5.0,0,unknown,0
41.0,blue-collar,married,primary,no,1431.4808641647646,yes,no,telephone,11,may,72.0,1.0,2,failure,0
28.0,technician,single,secondary,no,10147.0,yes,no,cellular,6,apr,1100.0,2.0,1,failure,0
39.0,management,married,tertiary,no,1230.0,no,no,unknown,17,jun,74.0,1.0,0,unknown,0
33.0,management,married,tertiary,no,2.0,yes,no,cellular,31,jul,20.0,27.0,0,unknown,0
42.0,services,married,secondary,no,-1037.0,yes,no,unknown,9,jun,64.0,17.0,0,unknown,0
28.0,services,single,tertiary,no,-1.0,no,yes,telephone,1,jul,250.0,4.0,0,unknown,0
32.0,blue-collar,married,primary,no,502.0,yes,no,unknown,26,may,125.0,2.0,0,unknown,0
55.0,retired,married,secondary,no,3946.0,no,no,cellular,3,apr,477.0,1.0,3,failure,0
31.0,management,married,tertiary,no,-1.0,yes,no,cellular,18,nov,212.0,1.0,0,unknown,0
56.0,technician,married,secondary,no,474.0,yes,yes,unknown,17,nov,223.0,2.0,1,failure,0
49.0,blue-collar,divorced,primary,no,3.0,yes,no,cellular,21,jul,311.0,2.0,0,unknown,0
36.0,blue-collar,married,primary,no,2488.0,yes,no,cellular,18,may,156.0,1.0,3,failure,0
32.0,management,single,tertiary,no,7788.0,no,no,cellular,6,aug,388.0,4.0,0,unknown,0
49.0,technician,married,unknown,no,-284.0,yes,no,unknown,26,may,30.0,1.0,0,unknown,0
26.0,services,single,secondary,no,9635.0,yes,no,unknown,28,may,196.0,2.0,0,unknown,0
38.0,entrepreneur,married,tertiary,no,1721.0,yes,no,unknown,7,may,363.0,2.0,0,unknown,0
30.0,blue-collar,married,secondary,no,287.0,yes,yes,unknown,29,may,28.0,3.0,0,unknown,0
52.0,admin.,married,secondary,no,0.0,no,no,telephone,20,nov,88.0,5.0,0,unknown,0
33.0,self-employed,single,secondary,no,206.0,yes,no,cellular,18,nov,229.0,1.0,0,unknown,0
52.0,technician,divorced,secondary,no,2156.0,yes,no,cellular,30,apr,260.0,1.0,5,success,1
33.0,self-employed,married,tertiary,no,-1.0,no,no,cellular,8,jul,205.0,1.0,0,unknown,0
30.0,services,single,tertiary,no,623.0,no,no,cellular,30,apr,230.0,1.0,1,failure,0
44.0,blue-collar,divorced,secondary,no,1256.0,yes,yes,cellular,10,jul,290.0,1.0,0,unknown,0
31.0,blue-collar,single,primary,no,864.0,yes,no,telephone,14,may,95.0,2.0,0,unknown,0
31.0,blue-collar,single,secondary,no,85.0,yes,no,cellular,28,jul,70.0,4.0,0,unknown,0
42.0,management,married,tertiary,no,1211.0,no,no,cellular,4,aug,45.0,1.0,0,unknown,0
51.0,retired,married,secondary,no,418.0,no,no,cellular,28,jan,201.0,3.0,0,unknown,0
34.0,blue-collar,married,primary,no,540.0,yes,no,unknown,21,may,279.0,1.0,0,unknown,0
54.0,technician,married,secondary,no,3154.0,no,no,cellular,6,aug,71.0,2.0,0,unknown,0
26.0,student,single,secondary,no,385.0,no,no,cellular,13,nov,259.0,2.0,3,failure,1
34.0,self-employed,single,tertiary,no,573.0,yes,no,cellular,21,jul,98.0,1.0,0,unknown,0
80.0,retired,divorced,primary,no,1224.3788666849166,no,no,telephone,31,may,673.0,1.0,3,success,0
36.0,management,married,tertiary,no,1420.0,yes,no,cellular,12,may,779.0,3.0,0,unknown,1
35.0,technician,married,tertiary,no,-3.0,yes,no,cellular,17,nov,68.0,1.0,0,unknown,0
30.0,technician,married,secondary,no,364.0,no,no,cellular,28,aug,78.0,17.0,0,unknown,0
57.0,retired,married,unknown,no,1394.0,no,yes,cellular,26,aug,114.0,2.0,0,unknown,0
29.0,unemployed,single,secondary,no,12.0,no,no,cellular,12,aug,121.0,4.0,0,unknown,0
28.0,admin.,single,secondary,no,488.0,yes,no,cellular,4,jun,118.0,1.0,0,unknown,0
56.0,housemaid,divorced,primary,no,-3.0,no,no,cellular,11,jul,955.0,2.0,0,unknown,0
50.0,management,married,tertiary,no,865.0,no,no,cellular,28,jan,292.0,1.0,0,unknown,0
55.0,management,divorced,tertiary,no,270.0,yes,no,cellular,9,apr,208.0,4.0,0,unknown,0
54.0,technician,single,primary,no,478.0,no,no,cellular,18,nov,387.0,1.0,0,unknown,0
49.0,services,married,secondary,no,666.0,yes,no,cellular,7,apr,279.0,2.0,3,failure,0
57.0,management,married,tertiary,no,6770.0,no,no,cellular,27,apr,174.0,1.0,0,unknown,0
27.0,unemployed,single,tertiary,no,3.0,no,no,cellular,3,feb,78.0,2.0,0,unknown,0
44.0,technician,divorced,tertiary,no,151.0,yes,no,cellular,12,may,208.0,1.0,0,unknown,0
31.0,technician,single,secondary,no,6910.0,no,no,unknown,14,may,319.0,5.0,0,unknown,0
41.0,management,married,tertiary,no,-561.0,yes,yes,unknown,26,may,132.0,3.0,0,unknown,0
